,portfolio,month,year,Source,Generation
1617,1,6,2019,weather_adj,30.77
1618,1,7,2019,weather_adj,44.23
1619,1,8,2019,weather_adj,43.24
1620,1,9,2019,weather_adj,28.58
1621,1,10,2019,weather_adj,23.03
1622,1,11,2019,weather_adj,11.67
1623,1,12,2019,weather_adj,14.61
1624,1,1,2019,weather_adj,11.0
1625,1,2,2019,weather_adj,13.7
1626,1,3,2019,weather_adj,34.8
1627,1,4,2019,weather_adj,26.84
1628,1,5,2019,weather_adj,36.2
1629,1,6,2019,weather_adj,35.04
1630,1,7,2019,weather_adj,43.58
1631,1,8,2019,weather_adj,47.28
1632,1,9,2019,weather_adj,34.17
1633,1,10,2019,weather_adj,27.51
1634,1,11,2019,weather_adj,12.79
1635,1,12,2019,weather_adj,9.14
1636,1,1,2019,weather_adj,8.55
1637,1,2,2019,weather_adj,15.64
1638,1,3,2019,weather_adj,33.78
1639,1,4,2019,weather_adj,26.97
1640,1,5,2019,weather_adj,36.3
1641,1,6,2019,weather_adj,43.67
1642,1,7,2019,weather_adj,49.84
1643,1,8,2019,weather_adj,45.57
1644,1,9,2019,weather_adj,32.4
1645,1,10,2019,weather_adj,26.51
1646,1,11,2019,weather_adj,9.22
1647,1,12,2019,weather_adj,7.22
1648,1,1,2019,weather_adj,3.85
1649,1,2,2019,weather_adj,6.06
1650,1,3,2019,weather_adj,28.08
1651,1,4,2019,weather_adj,31.95
1652,1,5,2019,weather_adj,37.99
1653,1,6,2019,weather_adj,42.94
1654,1,7,2019,weather_adj,46.61
1655,1,8,2019,weather_adj,41.1
1656,1,9,2019,weather_adj,23.69
1657,1,10,2019,weather_adj,23.25
1658,1,11,2019,weather_adj,10.39
1659,1,12,2019,weather_adj,6.38
1660,1,1,2019,weather_adj,0.81
1661,1,2,2019,weather_adj,0.0
1662,1,3,2019,weather_adj,5.08
1663,1,4,2019,weather_adj,32.63
1664,1,5,2019,weather_adj,36.13
1665,1,6,2019,weather_adj,40.5
1666,1,7,2019,weather_adj,46.96
1667,1,8,2019,weather_adj,42.38
1668,1,9,2019,weather_adj,25.88
1669,1,10,2019,weather_adj,22.5
1670,1,11,2019,weather_adj,7.09
1671,1,12,2019,weather_adj,0.62
1672,1,1,2019,weather_adj,11.85
1673,1,2,2019,weather_adj,8.75
1674,1,3,2019,weather_adj,34.58
1675,1,4,2019,weather_adj,33.27
1676,1,5,2019,weather_adj,37.43
1677,1,6,2019,weather_adj,44.5
1678,1,7,2019,weather_adj,49.57
1679,1,8,2019,weather_adj,41.89
1680,1,9,2019,weather_adj,30.24
1681,1,10,2019,weather_adj,25.46
1682,1,11,2019,weather_adj,11.03
1683,1,12,2019,weather_adj,8.06
1684,1,1,2019,weather_adj,6.77
1685,1,2,2019,weather_adj,6.35
1686,1,3,2019,weather_adj,29.27
